comments,year,month,day
Hyundai Ioniq.,2021,7,8
"If you can fit some of these cars (on your list) by length, then I'm sure the last gen Kia Soul would also fit. The cover pops open sideways, not out, and the actual socket is far enough back that you don't really need that much clearance at the front. I could park with just 6 inches clearance and pop the cover, lean over to insert the plug. You can only lean from one direction though because that flap comes sideways and you need to do this from the other side, it is not central. 
 
I suspect other cars are likewise. You might be over-restricting your list because in fact the actual sockets are usually quite some distance back from the actual cover and the clearance needed is really a matter of inches. There's no need in most cases to be able to actually stand in front of the car to plug one in. YMMV. 
 
Pick the car you want and get a loaner to see if it fits your driveway, before writing it off. 
 
TBH, if you have certain 'demographics' wandering around looking for trouble, to have your plug in lead completely hidden up at the front might actually be what you'd prefer.",2021,7,8
"I always assumed the Hyundai and Kia range were all nose chargers! Good call and I've heard nothing but praise about the EV Ioniq.  
 
Always said it's a shame Dacia don't do an Electric Duster with 150 mile range, 50kW CCS and a sensible sub £20k price ticket to boot. Would sell like hot cakes. Renault might not like that I suppose, not having a more ""premium"" offering to counteract it.",2021,7,8
"When it comes to driveway length, I can just about fit a MK5 Ford Transit SWB on the drive, with the back doorstep touching the bay window brickwork. The risk of a charging plug / flap being damaged pavement side is too high from passers by. I don't think many of them are that callous to go out of their way to damage the cable if it was side entry though as it will be too far up the path for most to bother with.  
 
Also it is simply not safe to reverse onto a busy main road, right next to a junction with a roundabout. Whilst it's a 30MPH zone, many cars are doing that by the time they come off the roundabout and pass my house, doing 40MPH or more a few more yards up the road!  
Also - highway code, rule 201    
 
That said, a neighbour used to reverse off the driveway out into the road every day for years and it was a miracle he never had an accident.",2021,7,8
I think that rule was made before 360 cameras and cross traffic alert ,2021,7,8
"Nose charger, but Soul EV now very well priced, massive range and a mighty fine car",2021,7,9
Fullycharged,2020,7,7
Trading a Model 3 for a Fiat.,2020,7,7
New Kia Soul EV,2020,7,7
Mini Electric,2020,7,8
Fiat 500e Review,2020,7,9
Tesla Wheels & Tyres,2020,7,9
Polestar 2 Review,2020,7,9
Model Y review,2020,7,9
EV News daily 8.7.20,2020,7,9
e-Tron Fastback Range Test,2020,7,10
e-208 ev Review.,2020,7,10
Zoe 50,2020,7,10
Model Y,2020,7,10
EV News Daily 9.7.20,2020,7,11
Tesla Journey,2020,7,11
Tesla Model 3 Performance.,2020,7,11
VW,2020,7,12
Model 3 first Full Self Drive Ride.,2020,7,12
Nikola,2020,7,12
e-On Clever Charger,2020,7,12
Leaf 62kWh charging.,2020,7,12
EV News Daily 10.7.20,2020,7,12
Electric Motorbike,2020,7,12
"The E-Tron is a thirsty beast! 
How can Bjorn improve this?",2020,7,13
Supercharger tips.,2020,7,13
eNV200 Q & A,2020,7,13
Model 3 Screen protector.,2020,7,13
Model 3 Major Defect:-,2020,7,14
EV News Daily 11.7.20,2020,7,14
EV News Daily 12.7.20,2020,7,14
E-bike Revolution:-,2020,7,14
Model Y changes and running costs:-,2020,7,14
Transport Evolved:-,2020,7,14
Zoe 2020,2020,7,14
BMW iX3 launch,2020,7,14
Polestar 2 review,2020,7,14
Fully Charged:-,2020,7,14
Future Benz:-,2020,7,14
Self Flying E-Hang 216:-,2020,7,14
"Noticed that quite a few initial reviews of the new electric Fiat 500 are now on Youtube from the German reviewers. 
 
The most interesting one that I came across is linked below (links jumps to charging section), however due to its length the auto generated closed captions aren't available. 
 
Key take aways from the linked video at the 150kW Charger 
 
 Car plugged in at 7% - Initial charge rate of 82kW 
 26 Minutes to 81% - At 81% Charge rate of 42.5kW with 27.7 kWh delivered in that time 
 42/43kW until 85%, seems as though it is a staircase shaped charge curve 
 At 85% charge rate drops to 13kW 
 Around 29 minutes from 7% to 85% - 29.4 kWh delivered in that time 
",2020,11,15
English full length review now available,2020,11,21
"We’re thinking of replacing my wife’s 2011 toyota verso S with an EV as it should suit her low mileage (circa 3k per year). We’re thinking of the fiat 500 electric as the icon 42kWh versions are currently circa £20k used for a 2022 model low mileage (<10k miles). 
 
I thought I’d ask opinions on it and if it’s a good choice.",2023,4,3
"If only 3k miles per year, would a cheaper 24kwh one do? 
That mileage suggests short commutes.",2023,4,3
Make sure you have a drive in a Mini Cooper SE to compare.,2023,4,3
"My sister drove a Renault Zoe for a year with Onto and recently leased a Fiat 500e. She drives mostly alone and says it’s perfect. It’s got 199 miles range which is perfect for around town and a quick trip from London to Brighton. 
 
I’m 6 ft 3 and couldn’t fit in the petrol version as my head kept touching the ceiling. I’m truly surprised with the electric version, even with the seat adjusted high I still had headroom and it was spacey for my long legs. 
 
She charges once a week as she only covers town driving and it costs her £8 with the Elli card/app. Electroverse is good too. 
 
The only drawback with the action and icon models is the halogen headlights (yellow not white led). The LED headlights is on the Prima version and that’s a lot more costly, still covers 199 miles and it’s got a more plush interior.",2023,4,3
e-up? Similar size and probably cheaper,2023,4,4
"Yes I drive one 42kwh version (My wife's car). Fits me a hefty 6ft 4ins. 160m range with ease. Today I got two dining room chairs in the back down to the dump. Lots of room. First EV? Yeah a good contender but do drive a Corsa-e as well. I also have a Mokka-e which on paper looks similar. It isn't. The Mokka makes a comfy Cruiser but the 500e is a good city car. 
I agree about the headlights. Standard ones are insufficient you need the LED version.",2023,4,4
"I have just purchased a 71 plate 500e and wondered if there was an app that allows you to control charging from your phone. 
First post so sorry if it is a bit naive",2023,4,18
Yes there is. Just search for Fiat car in the app store (android) no idea about ios.,2023,4,18
"Thanks, I’ve downloaded uconnect live but I cant connect with the vehicle. 
might have to search YouTube",2023,4,18
You need the app just called Fiat as well as unconnect.,2023,4,18
"When you get the car from new, the dealer sets you up an account with Fiat, so that you can access the app etc. Essentially associating your car with your email address. I'm not sure what happens on a used car, but when owners have had issues with the dealer not setting them up correctly, fiat customer services have resolved it.",2023,4,18
"Found this advisory suggesting import duties won't be an issue: 
 
""If you have owned the vehicle for at least six months and lived outside of the EU for at least one year (185 consecutive days) and are moving back to the UK permanently, then you will not have to pay any import VAT or duty (which is nice.)In order to prove this we will require proof of US residency from at least one year ago, for example a utility bill, bank / mortgage statement and also proof of vehicle ownership from at least six months ago, for example an insurance certificate or title/registration document """,2020,11,19
Since we are considering moving back to the UK - then that would make a lot of sense - we could bring both cars back but the Fiat should be a lot more supportable.... and my wife would not want to drive LHD.,2020,11,19
"While it would be cool to bring across a Fiat 500e, i think the practicalities would make it more hassle than it's worth: 
 
1. As mentioned, insurance might be an issue and could cost a lot. 
2. I believe the vehicle will still need to pass an IVA (Individual Vehicle Approval) prior to being registered in the UK - this is more cost and hassle. 
3. Once you have it in the UK, if something goes wrong you might be stuck for quite a while to get parts. 
 
Once you add up all the various expenses, I think you would be better to pick up a second hand Nissan Leaf in the UK - it will probably cost you a lot less in both money and stress!",2020,11,23
"I asked on another thread about what you get in the car.  
 
Looking at the website you get a wall box that is essentially a neater way to use a 3 pin plug ( not bad but not ideal) as our dumb Rolec charger is nearly 6 years old I'm thinking of upgrading however there isn't any costs cited and dealership doesn't have details.  
 
Has anyone enquired? I know 6 years ago my install cost me £249 after the grant. I assume it'll be far more today. Also my concern is whilst 'smart' is neat. Dumb also means the energy providers can't tax use (which Im assuming will be enviable) as it's invisible to them so reluctant to give the Rolec up. 
 
Thoughts?",2021,8,30
"I’d stick with the Rolec. 
 
Ours is also 6 years old and going strong. Just needed an RCBO replacement two years ago.",2021,8,30
"The easywallbox is not that smart it's only bluetooth to the phone app, to start or set a programming schedule and see some stats. I'm thinking of replacing our current charger as it's not tethered. So it should just need the electrician to disconnect the current charger and replace with the new one. No cabling to be done to the boards.",2021,9,7
"In the UK you can get a grant of £350 to have an EV Wallbox installed. This is useful if you want to upgrade to the 7.4kW connection. The chargepoint / wallbox has to be on the government's approved list but despite there fact that here are at least 100 on there, the easyWallbox isn't listed. It's made by an italian company called Free2Move (link below) but they aren't on the list either. The Fiat dealers I have called barely understand the question, let alone have the answer. My easyWallbox is free with the car but if I had to pay for the box I would choose one on the government grant list and shop around for an installer.",2021,9,9
"I swapped out my un-tethred Chargemaster for the new tethered easywall box, and it was fairly simple. Just make sure yout turn the little control knob to position 7, then download the 2nd app ""easywallbox powerup"" app, and change the safety limit to 32a 7.4kw. No issues so far. It's putting in 7KW per hour.",2021,9,21
"Hi There, 
 
My wife bought a Fiat 500e last June and I have to say it is a fantastic car. However, one question I have is.... Fiat claims the car's WLTP range is good for 199 miles but when fully charged the dash says the range is 161 miles! Is there some sort of safety margin here?  
 
This has been like this for some time - so when the weather was warmer. 
 
I wonder if any of you can shed some light on this? 
 
Cheers  
 
Austin",2022,1,18
"'They all do that sir' . Mine is the same and seems all owners experience the same. WLTP figures are just like the claimed MPG in ICE cars - calculated based on a specific test which is not like the real world. But it is very odd that everyone has range of 161 miles at 100% Soc, suggesting the software has adjusted it. Very read some people saw 190 range when they first purchased the car, I don't recall seeing that personally.",2022,1,18
